CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,DAYS_BIRTH_CLEAN,Letter,Main_ID
F,N,N,0.0,171000.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,09/04/1966,B,5118432
F,N,Y,2.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-7184.0,1.0,0.0,0.0,0.0,Medicine staff,4.0,25/08/1984,Y,6801257
M,Y,Y,1.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1137.0,1.0,0.0,1.0,0.0,Drivers,3.0,24/04/1990,Q,6125752
F,N,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1191.0,1.0,0.0,0.0,0.0,Sales staff,1.0,11/01/1964,C,5278996
F,N,Y,0.0,225000.0,State servant,Secondary / secondary special,Married,,-3745.0,1.0,0.0,1.0,0.0,Core staff,2.0,15/09/1981,M,6022626
F,Y,N,0.0,99000.0,Pensioner,Lower secondary,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,28/07/1964,Z,5832041
F,N,Y,0.0,202500.0,,Secondary / secondary special,Married,House / apartment,-2000.0,1.0,0.0,0.0,1.0,,2.0,05/09/1976,R,6242826
F,N,Y,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-8268.0,1.0,0.0,1.0,0.0,Laborers,2.0,02/11/1980,Z,6154227
F,N,Y,0.0,202500.0,Working,Higher education,Married,House / apartment,-1138.0,1.0,1.0,1.0,0.0,,2.0,08/12/1984,R,6763899
F,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-116.0,1.0,0.0,0.0,0.0,Sales staff,2.0,14/07/1985,D,6685695
F,N,N,0.0,315000.0,Commercial associate,Higher education,Widow,Municipal apartment,-2980.0,1.0,0.0,1.0,0.0,,1.0,06/06/1975,Z,6508264
F,N,Y,0.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6538.0,1.0,0.0,1.0,0.0,Sales staff,2.0,10/11/1966,V,6594797
F,N,N,0.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-864.0,1.0,0.0,1.0,0.0,Sales staff,1.0,26/05/1983,C,6605314
M,N,N,0.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,09/10/1973,B,6690296
,N,Y,0.0,112500.0,Pensioner,Lower secondary,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,17/03/1964,L,5760809
F,Y,Y,0.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1520.0,1.0,1.0,1.0,0.0,Accountants,2.0,13/01/1966,D,5353819
F,N,N,1.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-3248.0,1.0,0.0,0.0,0.0,Managers,3.0,24/07/1971,U,6032962
F,N,N,0.0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,-1947.0,1.0,1.0,1.0,0.0,Medicine staff,1.0,03/06/1971,O,6211708
F,N,N,0.0,180000.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,30/05/1963,E,6792964
M,Y,Y,0.0,810000.0,Commercial associate,Higher education,Married,House / apartment,-1794.0,1.0,1.0,0.0,0.0,Managers,2.0,10/10/1982,S,5680656
F,Y,,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-302.0,1.0,0.0,0.0,0.0,High skill tech staff,,16/01/1977,W,5499839
M,Y,N,0.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-999.0,1.0,1.0,1.0,0.0,Managers,2.0,16/07/1966,H,5906470
F,Y,N,0.0,67500.0,,Higher education,Married,House / apartment,-1142.0,1.0,0.0,0.0,0.0,Accountants,2.0,06/08/1995,Q,5838696
F,N,Y,1.0,202500.0,Working,Incomplete higher,Married,House / apartment,-1100.0,1.0,0.0,1.0,0.0,Sales staff,3.0,19/09/1993,G,5683857
M,Y,Y,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-372.0,1.0,0.0,0.0,0.0,Laborers,3.0,18/04/1984,C,5731714
F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,25/06/1972,A,6465142
F,N,N,0.0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,,-1159.0,1.0,0.0,0.0,0.0,Managers,2.0,08/04/1989,P,6014644
M,N,Y,2.0,450000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-3632.0,1.0,0.0,0.0,0.0,Managers,4.0,12/08/1976,F,5700396
F,N,N,1.0,,State servant,Higher education,Civil marriage,House / apartment,-5544.0,1.0,0.0,0.0,0.0,Core staff,3.0,01/09/1981,B,5629218
F,N,Y,0.0,297000.0,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,13/04/1974,C,6528777
M,N,N,0.0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-2462.0,1.0,0.0,0.0,0.0,Laborers,2.0,02/07/1965,Y,7352083
F,Y,Y,0.0,56250.0,Working,Secondary / secondary special,,House / apartment,-1894.0,1.0,0.0,0.0,0.0,,2.0,09/05/1972,O,5731539
F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-10578.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,05/09/1967,O,6277573
F,N,,2.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-884.0,1.0,0.0,0.0,0.0,Cleaning staff,4.0,16/12/1986,T,5466687
M,Y,Y,0.0,220500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,10/11/1959,S,5135631
F,N,Y,0.0,171000.0,Pensioner,Secondary / secondary special,,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,20/09/1960,F,5936496
F,N,N,0.0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-2438.0,1.0,0.0,0.0,0.0,Core staff,2.0,28/01/1986,X,5788452
F,Y,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1651.0,1.0,,0.0,0.0,Security staff,2.0,30/07/1961,I,5994875
F,Y,N,0.0,315000.0,Working,Secondary / secondary special,Married,Municipal apartment,-1615.0,1.0,0.0,0.0,1.0,Realty agents,2.0,11/03/1969,K,6692574
M,N,Y,1.0,175500.0,Commercial associate,Incomplete higher,Married,House / apartment,-2428.0,1.0,0.0,0.0,1.0,Sales staff,3.0,23/08/1995,X,6472235
F,N,Y,0.0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-5348.0,1.0,0.0,0.0,0.0,Sales staff,2.0,03/01/1975,H,6560198
F,N,Y,0.0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,-1081.0,1.0,,0.0,0.0,Sales staff,1.0,24/03/1969,T,5975930
F,N,Y,0.0,,Working,Higher education,Single / not married,House / apartment,-1480.0,1.0,0.0,0.0,0.0,Sales staff,1.0,18/01/1989,F,5197025
F,Y,Y,2.0,112500.0,Working,Higher education,Married,House / apartment,-1100.0,1.0,1.0,1.0,0.0,Accountants,4.0,20/07/1990,W,5400772
F,N,Y,0.0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,1.0,0.0,,2.0,02/02/1966,V,6513542
F,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1702.0,1.0,0.0,0.0,1.0,Sales staff,1.0,24/06/1970,E,6659341
M,Y,Y,2.0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-292.0,,0.0,0.0,0.0,Managers,3.0,05/08/1983,G,6079919
F,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1002.0,1.0,0.0,1.0,0.0,Medicine staff,1.0,12/02/1998,R,6140173
F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,20/07/1971,G,5284435
F,Y,Y,0.0,180000.0,Working,Incomplete higher,,House / apartment,-2194.0,1.0,0.0,1.0,0.0,Private service staff,2.0,18/02/1996,M,6563368
F,N,Y,0.0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4771.0,1.0,0.0,0.0,0.0,Cooking staff,2.0,12/11/1989,H,6697783
F,N,Y,0.0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,10/07/1963,E,6268662
F,N,Y,2.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-6237.0,1.0,1.0,1.0,0.0,Medicine staff,4.0,26/11/1979,A,5054758
F,N,Y,0.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-99.0,1.0,0.0,0.0,0.0,Sales staff,2.0,01/04/1978,A,6231739
F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-9967.0,1.0,0.0,0.0,0.0,Laborers,2.0,,Q,6021391
M,Y,N,1.0,216000.0,Working,Higher education,Married,House / apartment,-4079.0,1.0,0.0,1.0,0.0,Accountants,3.0,02/02/1986,Q,5297573
,Y,Y,0.0,,Working,Secondary / secondary special,Widow,House / apartment,-2075.0,1.0,0.0,0.0,0.0,,1.0,23/07/1980,A,6152869
F,Y,N,0.0,675000.0,State servant,Higher education,Married,House / apartment,-3889.0,1.0,0.0,1.0,0.0,,2.0,21/09/1971,G,6224222
,Y,N,0.0,270000.0,State servant,Higher education,Married,House / apartment,-606.0,1.0,0.0,1.0,1.0,Accountants,2.0,16/06/1979,C,6351350
F,Y,N,0.0,112500.0,Pensioner,Higher education,Married,House / apartment,,1.0,0.0,1.0,,,2.0,02/12/1957,Y,5260534
F,Y,Y,0.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-2227.0,1.0,0.0,0.0,0.0,Managers,2.0,26/06/1980,E,6583374
F,N,N,,81000.0,Working,Secondary / secondary special,Married,House / apartment,-4330.0,1.0,1.0,1.0,0.0,Sales staff,2.0,06/11/1980,X,5884061
M,N,N,1.0,315000.0,Commercial associate,Higher education,Married,House / apartment,-3462.0,1.0,0.0,1.0,0.0,,3.0,20/10/1990,N,6112491
M,N,Y,1.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-164.0,1.0,0.0,0.0,1.0,Laborers,3.0,08/04/1996,P,5314090
F,N,Y,0.0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,,1.0,,1.0,05/08/1968,O,6232671
F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1240.0,1.0,0.0,0.0,0.0,Cooking staff,2.0,24/01/1976,J,6670927
F,N,N,1.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1990.0,1.0,,0.0,0.0,Sales staff,3.0,29/08/1985,B,6119443
M,N,Y,0.0,112500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-917.0,1.0,0.0,0.0,0.0,Drivers,1.0,21/11/1998,Y,6358482
,N,N,0.0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1990.0,1.0,0.0,1.0,0.0,,1.0,05/04/1987,B,5513453
F,Y,Y,1.0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-213.0,1.0,1.0,0.0,0.0,,3.0,28/09/1985,H,6280705
M,Y,Y,,247500.0,Working,Secondary / secondary special,Married,House / apartment,-5025.0,1.0,0.0,0.0,0.0,Laborers,2.0,02/12/1988,C,5956019
F,N,Y,0.0,,,Secondary / secondary special,Married,House / apartment,-995.0,1.0,0.0,0.0,1.0,Cleaning staff,2.0,,O,5742581
F,Y,Y,2.0,270000.0,Commercial associate,Higher education,Married,House / apartment,-575.0,1.0,0.0,0.0,0.0,Managers,4.0,09/11/1992,T,6686294
M,Y,Y,1.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-4524.0,1.0,0.0,1.0,1.0,Laborers,,28/03/1973,U,6235028
F,N,Y,0.0,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-6079.0,1.0,1.0,0.0,0.0,Laborers,2.0,,O,6229485
M,Y,N,,270000.0,Working,Secondary / secondary special,Married,House / apartment,-8908.0,1.0,0.0,1.0,0.0,,3.0,10/01/1976,T,6108945
F,N,N,0.0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,1.0,0.0,,1.0,06/11/1963,X,5269123
M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2021.0,1.0,0.0,0.0,0.0,,2.0,04/04/1971,L,5132608
F,N,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3525.0,1.0,0.0,1.0,1.0,Medicine staff,2.0,27/03/1979,G,6088982
F,N,N,0.0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,27/01/1958,N,6186227
F,N,Y,0.0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-980.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,11/01/1963,B,6403649
F,N,N,0.0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-3199.0,1.0,1.0,1.0,0.0,Sales staff,2.0,19/02/1986,T,5841314
F,N,N,0.0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-1330.0,1.0,1.0,1.0,0.0,Laborers,1.0,12/10/1999,P,5537780
M,Y,N,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,18/08/1976,C,6448013
F,N,Y,1.0,157500.0,,Secondary / secondary special,Married,House / apartment,-3340.0,1.0,0.0,0.0,1.0,Waiters/barmen staff,3.0,17/05/1989,S,5343394
F,N,Y,,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3447.0,1.0,0.0,0.0,0.0,Cleaning staff,2.0,26/04/1969,W,5548198
F,N,Y,2.0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-383.0,1.0,0.0,0.0,0.0,Private service staff,4.0,19/12/1987,B,5905341
F,N,Y,0.0,270000.0,Working,Higher education,Single / not married,House / apartment,-934.0,1.0,0.0,0.0,1.0,Managers,1.0,01/01/1997,R,6241540
M,Y,N,3.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1337.0,1.0,0.0,0.0,0.0,Laborers,5.0,04/12/1988,Y,6140116
F,N,N,0.0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2558.0,1.0,0.0,0.0,0.0,High skill tech staff,1.0,20/08/1960,O,5024572
F,N,Y,1.0,216000.0,Working,Higher education,Married,Municipal apartment,-441.0,1.0,0.0,0.0,0.0,Laborers,3.0,12/09/1986,E,5981749
M,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,,-1182.0,1.0,0.0,1.0,0.0,Laborers,2.0,01/01/1990,F,6685382
F,Y,Y,1.0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1095.0,1.0,1.0,1.0,0.0,Core staff,3.0,21/11/1994,V,6281055
F,N,Y,1.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4208.0,1.0,0.0,0.0,0.0,,3.0,01/10/1976,F,6240896
F,N,N,0.0,85500.0,Working,Secondary / secondary special,Civil marriage,,-1859.0,1.0,0.0,0.0,0.0,Cleaning staff,2.0,02/08/1987,H,6631064
F,N,Y,0.0,117000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,07/10/1960,W,5839081
M,Y,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2997.0,1.0,0.0,0.0,0.0,Drivers,2.0,05/08/1976,D,6122392
M,Y,Y,1.0,135000.0,Commercial associate,Higher education,Married,House / apartment,-948.0,1.0,0.0,0.0,0.0,Drivers,3.0,26/04/1992,E,5474931
M,Y,Y,0.0,562500.0,State servant,Higher education,Single / not married,House / apartment,-5737.0,1.0,0.0,0.0,0.0,Core staff,1.0,18/01/1976,V,6723405
F,N,Y,1.0,112500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-1979.0,1.0,0.0,0.0,0.0,Laborers,3.0,22/02/1984,X,6688949
M,N,Y,0.0,180000.0,Commercial associate,Higher education,Married,House / apartment,-301.0,1.0,0.0,0.0,0.0,Laborers,2.0,15/10/1985,P,6051393
M,Y,Y,1.0,112500.0,Working,Higher education,Married,House / apartment,-334.0,1.0,0.0,0.0,0.0,,3.0,21/07/1981,D,5752347
F,N,Y,1.0,180000.0,Commercial associate,Higher education,,House / apartment,-1406.0,1.0,0.0,0.0,0.0,High skill tech staff,3.0,16/05/1980,H,6702580
M,N,Y,1.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3712.0,1.0,0.0,0.0,0.0,Laborers,3.0,22/06/1984,Q,6617815
F,N,Y,0.0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7050.0,1.0,0.0,1.0,0.0,Sales staff,2.0,29/03/1972,A,6132146
F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-1588.0,1.0,0.0,0.0,0.0,Core staff,1.0,30/01/1975,C,5361683
F,N,Y,0.0,90000.0,Pensioner,,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,24/03/1956,G,6491797
F,Y,Y,0.0,202500.0,Commercial associate,Higher education,Married,House / apartment,-2670.0,1.0,0.0,1.0,0.0,,2.0,12/06/1959,D,5994062
F,Y,N,0.0,135000.0,Working,Higher education,Single / not married,Co-op apartment,-1605.0,1.0,0.0,0.0,1.0,Core staff,1.0,04/09/1995,C,6273143
F,N,N,0.0,162000.0,Working,Higher education,Married,House / apartment,,1.0,0.0,1.0,0.0,Managers,2.0,18/10/1974,A,7603620
F,N,Y,0.0,180000.0,,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,12/07/1959,V,6035931
F,N,Y,1.0,225000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-916.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,08/01/1991,L,5155156
F,N,Y,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-6031.0,1.0,0.0,0.0,0.0,,2.0,22/07/1985,R,6800920
M,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,Rented apartment,-3574.0,1.0,1.0,1.0,0.0,Laborers,2.0,16/01/1990,R,5125641
F,N,Y,1.0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-9127.0,1.0,0.0,0.0,0.0,Laborers,3.0,25/02/1977,L,7601685
M,N,N,0.0,225000.0,Pensioner,,Married,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,29/12/1968,H,6123170
F,Y,Y,1.0,360000.0,State servant,Higher education,Married,House / apartment,-1829.0,1.0,0.0,0.0,0.0,Medicine staff,3.0,23/04/1988,V,5980601
F,Y,Y,0.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-6054.0,1.0,1.0,1.0,0.0,Accountants,2.0,15/11/1978,I,5405194
F,N,N,0.0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-1540.0,1.0,0.0,0.0,0.0,Core staff,2.0,02/09/1978,V,5067311
,N,Y,0.0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-979.0,1.0,0.0,0.0,0.0,,1.0,25/03/1969,X,5888800
F,N,Y,,112500.0,Working,Higher education,Married,House / apartment,-534.0,1.0,1.0,0.0,0.0,Managers,2.0,25/03/1990,I,5857146
F,N,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,12/03/1959,V,6063075
F,N,Y,0.0,103500.0,Working,Higher education,Single / not married,House / apartment,-850.0,1.0,0.0,1.0,0.0,Sales staff,1.0,15/12/1997,D,5417478
F,Y,N,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1715.0,1.0,0.0,0.0,0.0,Core staff,,06/12/1987,K,5258591
F,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3447.0,1.0,0.0,0.0,0.0,Waiters/barmen staff,1.0,27/04/1970,P,6781925
F,N,Y,0.0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-4779.0,1.0,0.0,0.0,0.0,Medicine staff,2.0,09/12/1972,P,5943032
M,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-6639.0,1.0,0.0,0.0,0.0,Core staff,2.0,05/05/1986,I,5048245
F,N,Y,0.0,211500.0,Working,Secondary / secondary special,Widow,House / apartment,-2032.0,1.0,0.0,0.0,0.0,Laborers,1.0,12/07/1968,D,6687959
M,N,Y,0.0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-1790.0,1.0,0.0,0.0,0.0,Laborers,2.0,28/04/1955,D,5867658
F,N,Y,0.0,225000.0,Working,Higher education,Married,House / apartment,-10808.0,1.0,0.0,0.0,0.0,Managers,2.0,08/01/1971,F,5788831
F,N,Y,0.0,,Working,Secondary / secondary special,Married,House / apartment,-15488.0,1.0,1.0,1.0,0.0,,2.0,30/03/1962,Y,6049982
F,Y,Y,0.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1029.0,1.0,0.0,0.0,0.0,Sales staff,1.0,26/11/1995,T,6594402
F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,03/03/1965,I,5029172
F,N,N,0.0,89550.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243.0,1.0,0.0,0.0,,,1.0,01/01/1959,U,5036481
F,N,Y,0.0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-1236.0,1.0,0.0,0.0,0.0,High skill tech staff,2.0,13/02/1967,N,5879569
,N,N,0.0,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4032.0,1.0,1.0,0.0,0.0,Core staff,2.0,19/11/1985,S,5126420
M,Y,Y,0.0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1643.0,1.0,1.0,0.0,0.0,Security staff,2.0,,Y,5636643
M,N,N,0.0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4085.0,1.0,0.0,0.0,0.0,Laborers,2.0,06/02/1993,F,6631195
F,N,Y,0.0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-1108.0,1.0,0.0,0.0,1.0,Medicine staff,1.0,09/04/1971,S,6577865
M,Y,,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1807.0,1.0,0.0,1.0,0.0,Drivers,2.0,07/08/1972,F,6790480
F,N,N,0.0,112500.0,Pensioner,Higher education,Separated,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,10/04/1978,C,6722736
F,N,Y,,90000.0,State servant,Higher education,Married,House / apartment,-543.0,1.0,1.0,1.0,0.0,Core staff,2.0,17/12/1987,Q,5058246
F,Y,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-978.0,1.0,0.0,0.0,0.0,Sales staff,2.0,25/09/1974,V,5474675
F,N,Y,0.0,90000.0,Pensioner,Higher education,Widow,House / apartment,365243.0,1.0,0.0,0.0,0.0,,1.0,07/01/1958,K,6132344
F,N,Y,1.0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-482.0,1.0,1.0,0.0,0.0,Laborers,3.0,13/04/1981,M,6092687
F,N,Y,0.0,108000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243.0,1.0,0.0,0.0,0.0,,2.0,19/03/1960,C,5344503
F,Y,Y,0.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-2963.0,1.0,0.0,1.0,0.0,,2.0,20/04/1978,W,6132877
F,N,Y,0.0,40500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-398.0,1.0,0.0,0.0,0.0,Sales staff,2.0,02/02/1974,F,6288809
F,N,N,0.0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,-481.0,1.0,0.0,0.0,0.0,Managers,1.0,06/12/1994,F,5439289
F,Y,N,0.0,,Working,Secondary / secondary special,Single / not married,House / apartment,-1695.0,,0.0,0.0,1.0,,1.0,12/04/1995,L,6033707
F,Y,Y,1.0,180000.0,Working,Higher education,Married,House / apartment,-3756.0,1.0,0.0,0.0,0.0,Managers,3.0,11/10/1989,F,6375611
F,N,Y,0.0,166500.0,Working,Incomplete higher,Separated,House / apartment,-2303.0,,0.0,0.0,1.0,Accountants,1.0,06/10/1981,I,6229859
F,N,Y,1.0,315000.0,Working,Higher education,Married,House / apartment,-2421.0,1.0,0.0,0.0,1.0,Core staff,3.0,27/09/1975,G,5901130
M,Y,N,0.0,,Working,Secondary / secondary special,Married,House / apartment,-1206.0,1.0,0.0,0.0,0.0,Drivers,2.0,05/01/1996,Y,6484779
M,Y,N,,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1026.0,1.0,0.0,0.0,1.0,,4.0,06/01/1989,J,6229853
F,N,Y,1.0,270000.0,,Secondary / secondary special,Married,House / apartment,-3073.0,1.0,0.0,1.0,0.0,,3.0,30/04/1976,M,6394538
F,N,Y,0.0,252000.0,Working,Higher education,Civil marriage,House / apartment,-1142.0,1.0,1.0,1.0,1.0,,2.0,07/11/1995,K,6464094
M,N,Y,1.0,180000.0,Working,Higher education,Civil marriage,House / apartment,-833.0,1.0,,0.0,0.0,Laborers,3.0,11/04/1996,J,5552207
M,N,Y,0.0,202500.0,,Secondary / secondary special,Married,House / apartment,-648.0,1.0,0.0,1.0,0.0,Laborers,2.0,29/03/1975,D,5340212
F,Y,Y,,,Pensioner,Higher education,Married,House / apartment,365243.0,1.0,,0.0,0.0,,2.0,25/02/1965,X,5087576
M,Y,Y,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2779.0,1.0,0.0,1.0,0.0,Managers,2.0,21/06/1979,T,6752660
M,Y,Y,1.0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-194.0,1.0,0.0,1.0,0.0,,3.0,19/04/1980,M,5710901
F,N,N,0.0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-1039.0,1.0,0.0,0.0,0.0,Sales staff,1.0,11/06/1998,U,5095357
F,N,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-4752.0,1.0,1.0,0.0,0.0,Managers,2.0,02/12/1978,O,5474611
,N,Y,0.0,,Pensioner,Secondary / secondary special,Married,House / apartment,,1.0,0.0,0.0,1.0,,2.0,02/11/1958,N,6296909
M,N,Y,0.0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4034.0,1.0,0.0,0.0,0.0,Managers,2.0,14/11/1973,T,7085779
F,N,Y,0.0,121500.0,Working,Higher education,Married,House / apartment,-1274.0,1.0,0.0,0.0,0.0,,2.0,,C,5804928
F,Y,Y,0.0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1658.0,1.0,0.0,0.0,0.0,Laborers,2.0,11/03/1972,I,6273708
F,Y,Y,1.0,139500.0,Working,Incomplete higher,Widow,House / apartment,-684.0,1.0,1.0,0.0,0.0,Core staff,2.0,23/02/1993,K,6722690
M,N,Y,0.0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12389.0,1.0,0.0,0.0,0.0,Laborers,2.0,07/11/1967,M,5891325
